Nama,MQ2,MQ4,MQ5,MQ6
Kapal Api,1702,393,1697,182
Kapal Api,1704,396,1692,174
Kapal Api,1704,391,1693,183
Kapal Api,1702,393,1692,182
Kapal Api,1698,394,1693,201
Kapal Api,1729,404,1697,195
Kapal Api,1733,407,1721,225
Kapal Api,1702,404,1730,235
Kapal Api,1664,402,1732,242
Kapal Api,1641,415,1739,234
Kapal Api,1606,405,1734,241
Kapal Api,1595,407,1744,246
Kapal Api,1575,413,1744,246
Kapal Api,1561,413,1750,239
Kapal Api,1541,414,1751,240
Kapal Api,1525,419,1760,248
Kapal Api,1515,413,1760,230
Kapal Api,1493,421,1758,247
Kapal Api,1485,428,1762,241
Kapal Api,1480,426,1766,253
Kapal Api,1480,434,1773,246
Kapal Api,1462,430,1774,240
Kapal Api,1453,427,1779,245
Kapal Api,1446,428,1766,239
Kapal Api,1443,431,1783,253
Kapal Api,1436,430,1777,232
Kapal Api,1427,432,1779,240
Kapal Api,1423,445,1779,231
Kapal Api,1417,441,1786,247
Kapal Api,1415,429,1776,240
Kapal Api,1405,439,1788,238
Kapal Api,1399,444,1788,233
Kapal Api,1392,447,1796,242
Kapal Api,1397,447,1795,230
Kapal Api,1386,448,1787,234
Kapal Api,1385,450,1790,237
Kapal Api,1376,450,1797,235
Kapal Api,1375,445,1791,232
Kapal Api,1375,451,1791,226
Kapal Api,1369,447,1793,232
Kapal Api,1363,450,1793,233
Kapal Api,1365,455,1791,234
Kapal Api,1363,452,1795,223
Kapal Api,1358,453,1796,225
Kapal Api,1358,451,1797,242
Kapal Api,1348,452,1794,233
Kapal Api,1352,455,1796,230
Kapal Api,1356,461,1795,231
Kapal Api,1353,458,1799,233
Kapal Api,1344,462,1792,232
Kapal Api,1343,459,1792,226
Kapal Api,1340,460,1794,226
Kapal Api,1342,468,1796,228
Kapal Api,1339,461,1795,221
Kapal Api,1343,458,1794,228
Kapal Api,1336,457,1796,225
Kapal Api,1328,460,1799,218
Kapal Api,1338,458,1798,227
Kapal Api,1333,460,1796,228
Kapal Api,1323,460,1799,235
Kapal Api,1325,469,1797,227
Kapal Api,1321,462,1797,228
Kapal Api,1320,461,1793,229
Kapal Api,1326,464,1798,228
Kapal Api,1314,459,1797,226
Kapal Api,1325,465,1795,238
Kapal Api,1325,473,1802,232
Kapal Api,1315,466,1796,224
Kapal Api,1316,464,1797,217
Kapal Api,1316,468,1799,234
Kapal Api,1316,463,1794,227
Kapal Api,1307,468,1795,215
Kapal Api,1316,465,1790,226
Kapal Api,1307,469,1787,226
Kapal Api,1316,456,1790,229
Kapal Api,1310,468,1790,226
Kapal Api,1305,467,1794,223
Kapal Api,1304,468,1796,223
Kapal Api,1302,467,1794,226
Kapal Api,1300,465,1796,214
Kapal Api,1304,468,1789,226
Kapal Api,1298,471,1798,215
Kapal Api,1298,471,1794,228
Kapal Api,1300,477,1791,223
Kapal Api,1294,469,1791,223
Kapal Api,1296,471,1791,222
Kapal Api,1299,475,1791,220
Kapal Api,1294,469,1787,218
Kapal Api,1301,474,1793,222
Kapal Api,1292,476,1791,224
Kapal Api,1298,477,1792,221
Kapal Api,1294,467,1787,224
Kapal Api,1296,475,1793,217
Kapal Api,1294,466,1795,213
Kapal Api,1292,473,1789,219
Kapal Api,1292,476,1790,218
Kapal Api,1288,470,1788,216
Kapal Api,1290,468,1788,223
Kapal Api,1289,470,1789,210
Kapal Api,1286,481,1788,225
Kapal Api,1289,471,1786,218
Kapal Api,1283,474,1792,218
Singa H,1366,461,1698,194
Singa H,1365,459,1696,193
Singa H,1366,461,1699,194
Singa H,1363,465,1696,196
Singa H,1362,463,1691,197
Singa H,1365,461,1697,201
Singa H,1366,459,1691,196
Singa H,1362,460,1691,195
Singa H,1361,457,1692,188
Singa H,1361,465,1694,199
Singa H,1364,454,1682,195
Singa H,1361,460,1686,189
Singa H,1360,460,1685,188
Singa H,1367,463,1687,193
Singa H,1400,464,1702,195
Singa H,1423,460,1705,191
Singa H,1456,466,1713,197
Singa H,1488,472,1744,202
Singa H,1513,476,1779,201
Singa H,1537,478,1805,202
Singa H,1564,484,1849,208
Singa H,1591,487,1894,207
Singa H,1618,491,1938,212
Singa H,1656,498,1980,207
Singa H,1695,496,2023,205
Singa H,1737,498,2063,211
Singa H,1786,494,2088,213
Singa H,1833,500,2113,225
Singa H,1879,500,2132,214
Singa H,1928,505,2153,216
Singa H,1973,511,2169,222
Singa H,2020,512,2186,220
Singa H,2060,521,2197,223
Singa H,2101,527,2213,231
Singa H,2144,535,2224,232
Singa H,2176,532,2231,227
Singa H,2213,536,2242,230
Singa H,2247,535,2256,233
Singa H,2284,542,2260,237
Singa H,2310,536,2270,238
Singa H,2340,544,2281,238
Singa H,2367,545,2287,247
Singa H,2394,547,2292,241
Singa H,2414,551,2299,242
Singa H,2440,556,2301,243
Singa H,2463,557,2310,246
Singa H,2480,557,2319,241
Singa H,2511,560,2321,246
Singa H,2520,565,2326,252
Singa H,2540,562,2328,249
Singa H,2558,564,2338,260
Singa H,2576,563,2335,258
Singa H,2594,561,2345,259
Singa H,2611,571,2349,257
Singa H,2627,571,2352,258
Singa H,2642,577,2360,265
Singa H,2650,578,2355,258
Singa H,2666,574,2364,262
Singa H,2673,581,2365,264
Singa H,2686,579,2371,269
Singa H,2702,578,2372,273
Singa H,2714,581,2368,272
Singa H,2721,579,2378,265
Singa H,2732,580,2378,267
Singa H,2744,586,2384,270
Singa H,2758,580,2391,270
Singa H,2759,585,2394,272
Singa H,2771,579,2394,273
Singa H,2774,590,2393,273
Singa H,2786,587,2396,277
Singa H,2791,587,2402,270
Singa H,2803,587,2404,279
Singa H,2807,593,2406,278
Singa H,2811,591,2405,280
Singa H,2825,587,2409,280
Singa H,2833,582,2411,269
Singa H,2827,594,2418,285
Singa H,2832,593,2417,280
Singa H,2843,592,2415,287
Singa H,2855,592,2420,285
Singa H,2853,594,2424,294
Singa H,2862,592,2421,288
Singa H,2862,592,2415,294
Singa H,2874,585,2426,290
Singa H,2876,592,2424,296
Singa H,2878,589,2424,288
Singa H,2878,598,2426,286
Singa H,2884,596,2432,290
Singa H,2893,593,2437,294
Singa H,2897,593,2435,295
Singa H,2901,594,2434,292
Singa H,2904,594,2436,300
Singa H,2907,597,2439,300
Singa H,2913,592,2440,294
Singa H,2917,600,2443,299
Singa H,2921,591,2441,299
Singa H,2923,598,2444,299
Singa H,2926,596,2447,298
Singa H,2933,593,2447,298
Singa H,2930,599,2450,296
Singa H,2933,598,2446,300
Singa H,2936,595,2447,300
Singa H,2944,595,2452,300
Singa H,2949,596,2448,299
Singa H,2939,604,2455,296
Singa H,2950,597,2454,300
Singa H,2955,596,2454,296
Singa H,2954,597,2451,299
Singa H,2949,602,2453,307
Singa H,2959,598,2455,304
Singa H,2957,594,2458,309
Singa H,2963,601,2457,304
Singa H,2971,596,2463,304
Singa H,2970,599,2457,304
Singa H,2966,602,2460,312
Singa H,2965,600,2463,307
Singa H,2968,596,2463,307
Singa H,2977,603,2457,307
Singa H,2974,600,2462,308
Singa H,2981,599,2463,307
Singa H,2980,601,2462,308
Singa H,2975,602,2466,305
Singa H,2978,599,2460,311
Singa H,2981,602,2466,309
Singa H,2989,594,2466,310
Singa H,2989,602,2456,313
Singa H,2989,600,2473,315
Singa H,2990,600,2468,309
Singa H,2999,597,2472,311
Singa H,2982,598,2454,302
Singa H,2991,593,2466,310
Singa H,2995,604,2478,336
Singa H,2821,602,2445,354
Singa H,2665,593,2416,344
Singa H,2543,586,2399,353
Singa H,2452,591,2366,342
Singa H,2365,574,2365,324
Singa H,2308,578,2346,321
Singa H,2237,574,2333,311
Singa H,2179,574,2311,321
Singa H,2143,563,2305,322
Singa H,2103,566,2286,301
Singa H,2052,565,2293,309
Singa H,2019,558,2276,298
Singa H,1994,554,2260,298
Singa H,1951,557,2252,296
Singa H,1931,552,2242,294
Singa H,1913,551,2233,290
Singa H,1885,553,2223,289
Singa H,1873,553,2209,283
Singa H,1853,536,2207,286
Singa H,1828,534,2195,279
Singa H,1804,542,2182,285
Singa H,1782,551,2168,279
Singa H,1776,537,2163,284
Singa H,1754,537,2159,279
Singa H,1745,529,2141,276
Singa H,1732,529,2142,275
Singa H,1717,536,2132,281
Singa H,1701,528,2118,278
Singa H,1688,528,2119,265
Singa H,1680,536,2102,260
Singa H,1670,526,2089,264
Singa H,1659,526,2089,273
Singa H,1657,523,2090,257
Singa H,1644,523,2083,263
Singa H,1636,528,2062,253
Singa H,1627,525,2058,263
Singa H,1616,525,2059,262
Singa H,1613,520,2058,252
Singa H,1609,511,2040,258
Singa H,1597,515,2036,261
Singa H,1586,520,2033,261
Singa H,1593,515,2024,254
Singa H,1584,512,2022,254
Singa H,1580,514,2016,249
Singa H,1580,511,1996,258
Singa H,1560,502,2004,255
Singa H,1566,512,2003,248
Singa H,1554,509,1991,260
Singa H,1560,515,1992,250
Singa H,1547,495,1978,240
Singa H,1547,510,1986,255
Singa H,1533,499,1983,248
Singa H,1525,512,1980,253
Singa H,1520,503,1978,248
Singa H,1521,504,1968,252
Singa H,1514,506,1962,244
Singa H,1514,505,1956,246
Singa H,1513,496,1960,241
Singa H,1507,497,1951,245
Singa H,1509,502,1951,248
Singa H,1501,505,1948,240
Singa H,1500,493,1939,241
Singa H,1498,498,1946,242
Singa H,1482,492,1928,248
Singa H,1485,489,1935,241
Singa H,1490,489,1921,233
Singa H,1482,497,1923,238
Singa H,1486,505,1911,239
Singa H,1481,497,1913,241
Singa H,1475,492,1920,239
Singa H,1474,494,1913,238
Singa H,1481,496,1916,237
Singa H,1471,503,1903,237
Singa H,1472,492,1906,237
Singa H,1469,496,1907,233
Singa H,1375,465,1763,206
Singa H,1380,467,1767,206
Singa H,1372,467,1762,193
Singa H,1378,460,1757,203
Singa H,1375,458,1761,212
Singa H,1371,471,1751,198
Singa H,1379,468,1763,206
Singa H,1387,465,1747,210
Singa H,1383,464,1756,207
Singa H,1385,464,1761,200
Singa H,1378,466,1763,201
Singa H,1396,461,1755,205
Singa H,1379,472,1752,209
Singa H,1383,466,1763,207
Singa H,1369,463,1763,200
Singa H,1390,467,1766,214
Singa H,1385,463,1762,211
Singa H,1368,465,1763,204
Singa H,1377,473,1764,202
Singa H,1375,466,1755,206
Singa H,1374,463,1761,202
Singa H,1385,456,1752,195
Singa H,1381,459,1754,205
Singa H,1369,470,1748,203
Singa H,1376,461,1760,201
Singa H,1370,461,1749,213
Singa H,1369,457,1751,199
Singa H,1364,466,1758,200
Singa H,1376,460,1748,204
Singa H,1362,459,1759,186
Singa H,1375,465,1747,206
Singa H,1589,466,1805,209
Singa H,1879,486,1882,219
Singa H,1932,489,1945,213
Singa H,2004,495,1996,207
Singa H,2076,506,2030,217
Singa H,2125,500,2067,213
Singa H,2174,509,2097,220
Singa H,2219,519,2125,214
Singa H,2271,517,2140,224
Singa H,2309,526,2158,223
Singa H,2346,530,2171,230
Singa H,2381,532,2184,229
Singa H,2419,528,2199,236
Singa H,2447,543,2206,234
Singa H,2478,544,2218,235
Singa H,2498,546,2228,236
Singa H,2528,543,2233,240
Singa H,2545,547,2235,237
Singa H,2580,551,2254,241
Singa H,2595,552,2258,252
Singa H,2615,557,2265,244
Singa H,2632,557,2267,248
Singa H,2651,558,2275,249
Singa H,2664,557,2275,258
Singa H,2678,559,2293,253
Singa H,2691,558,2287,256
Singa H,2705,555,2289,255
Singa H,2718,565,2299,258
Singa H,2733,564,2301,257
Singa H,2741,565,2312,265
Singa H,2751,563,2310,260
Singa H,2760,573,2321,261
Singa H,2772,566,2317,268
Singa H,2780,572,2329,260
Singa H,2792,570,2331,269
Singa H,2797,571,2333,271
Singa H,2796,569,2337,269
Singa H,2813,574,2343,270
Singa H,2818,567,2341,274
Singa H,2829,574,2346,277
Singa H,2835,576,2350,270
Singa H,2839,571,2346,276
Singa H,2838,575,2359,276
Singa H,2847,572,2360,275
Singa H,2849,577,2366,269
Singa H,2864,572,2367,279
Singa H,2860,578,2371,275
Singa H,2869,576,2366,276
Singa H,2872,573,2371,285
Singa H,2879,577,2370,290
Singa H,2887,576,2373,283
Singa H,2887,572,2380,288
Singa H,2884,574,2385,288
Singa H,2893,579,2382,284
Singa H,2889,576,2383,284
Singa H,2898,573,2388,287
Singa H,2897,575,2384,294
Singa H,2906,574,2392,296
Singa H,2908,578,2392,290
Singa H,2909,575,2391,293
Singa H,2917,576,2394,285
Singa H,2916,585,2394,297
Singa H,2918,577,2399,293
Singa H,2921,575,2398,289
Singa H,2929,576,2406,298
Singa H,2920,577,2407,295
Singa H,2929,576,2411,295
Singa H,2936,579,2412,294
Singa H,2935,576,2412,296
Singa H,2929,577,2410,292
Singa H,2938,580,2411,299
Singa H,2936,578,2413,298
Singa H,2938,578,2409,290
Singa H,2945,576,2420,297
Singa H,2945,584,2413,298
Singa H,2935,576,2419,299
Singa H,2943,581,2423,302
Singa H,2946,581,2417,295
Singa H,2949,586,2421,300
Singa H,2956,579,2416,302
Singa H,2958,579,2425,301
Singa H,2953,578,2427,307
Singa H,2952,579,2422,306
Singa H,2951,575,2425,305
Singa H,2956,577,2429,299
Singa H,2958,584,2426,306
Singa H,2960,578,2424,311
Singa H,2960,583,2431,308
Singa H,2959,579,2425,306
Singa H,2964,584,2426,308
Singa H,2964,577,2431,305
Singa H,2963,573,2434,307
Singa H,2977,578,2434,303
Singa H,2973,580,2428,305
Singa H,2968,576,2430,310
Singa H,2970,586,2433,317
Singa H,2970,576,2427,303
Singa H,2970,582,2438,307
Singa H,2968,581,2432,310
Singa H,2977,578,2439,311
Singa H,2976,579,2436,306
Singa H,2979,578,2440,305
Singa H,2977,571,2435,307
Singa H,2984,580,2440,307
Singa H,2982,584,2438,309
Singa H,2978,580,2438,306
Singa H,2978,577,2441,305
Singa H,2980,579,2437,305
Singa H,2987,582,2441,312
Singa H,2982,580,2442,317
Singa H,2989,583,2438,314
Singa H,2990,577,2439,306
Singa H,2987,581,2442,310
Singa H,2985,583,2440,316
Singa H,2979,585,2440,303
Singa H,2985,579,2447,317
Singa H,2993,575,2444,314
Singa H,2986,573,2442,314
Singa H,2991,577,2445,312
Singa H,2990,577,2442,313
Singa H,2989,579,2440,312
Singa H,2990,579,2441,314
Singa H,2993,578,2446,312
Singa H,2991,575,2440,309
Singa H,2996,579,2445,319
Singa H,2994,577,2443,320
Singa H,2997,578,2449,317
Singa H,2993,574,2443,311
Singa H,2993,573,2444,317
Singa H,2992,575,2445,313
Singa H,2997,574,2443,309
Singa H,3004,576,2447,315
Singa H,2997,573,2442,310
Singa H,3002,565,2446,315
Singa H,3006,572,2449,319
Singa H,2998,576,2444,312
Singa H,3009,578,2447,318
Singa H,2994,577,2449,315
Singa H,3001,574,2451,319
Singa H,2995,575,2449,309
Singa H,3000,576,2448,317
Singa H,2999,578,2446,320
Singa H,3003,572,2448,315
Singa H,3003,581,2442,315
Singa H,2999,573,2452,319
Singa H,3002,579,2446,314
Singa H,3001,576,2449,316
Singa H,3000,572,2441,314
Singa H,3003,574,2451,318
Singa H,3001,574,2451,311
Singa H,3000,574,2443,321
Singa H,3009,576,2453,314
Singa H,3003,574,2448,312
Singa H,3003,573,2452,317
Singa H,3002,581,2458,318
Singa H,3005,576,2448,317
Singa H,3014,572,2451,320
Singa H,3005,578,2449,317
Singa H,3006,577,2446,318
Singa H,3007,578,2452,322
Singa H,3007,577,2449,312
Singa H,3004,572,2452,324
Singa H,3015,579,2444,317
Singa H,3001,568,2446,320
Singa H,3008,575,2445,318
Singa H,3005,575,2449,322
Singa H,3009,572,2452,317
Singa H,3016,579,2446,318
Singa H,3011,576,2448,321
Singa H,3005,575,2449,317
Singa H,3008,575,2451,315
Singa H,3008,569,2444,320
Singa H,3019,570,2451,324
Singa H,3013,575,2455,319
Singa H,3011,580,2446,321
Singa H,3007,579,2454,317
Singa H,3011,564,2448,323
Singa H,3003,575,2446,322
Singa H,3006,574,2444,323
Singa H,3014,572,2446,319
Singa H,3010,572,2445,318
Singa H,3009,573,2446,320
Singa H,3002,579,2445,316
Singa H,3011,573,2449,319
Singa H,3013,574,2445,320
Singa H,3020,569,2442,319
Singa H,3008,573,2451,317
Singa H,3006,572,2449,320
Singa H,3020,570,2450,327
Singa H,3013,573,2447,323
Singa H,3010,569,2454,323
Singa H,3011,572,2454,320
Singa H,3012,573,2449,317
Singa H,3014,570,2448,315
Singa H,3010,570,2445,322
Singa H,3010,573,2448,311
Singa H,3006,576,2452,319
Singa H,3013,569,2448,317
Singa H,3017,575,2450,318
Singa H,3010,567,2445,327
Singa H,3007,579,2448,318
Singa H,3015,565,2448,322
Singa H,3011,570,2444,314
Singa H,3011,575,2447,321
Singa H,3010,570,2445,320
Singa H,3009,569,2447,312
Singa H,3007,567,2448,316
Singa H,3009,565,2449,317
Singa H,3005,566,2448,321
Singa H,3026,568,2453,324
Singa H,3015,570,2441,319
Singa H,3018,572,2446,317
Singa H,3018,567,2449,323
Singa H,3013,568,2449,320
Singa H,3010,568,2446,311
Singa H,3014,567,2452,315
Singa H,3013,566,2450,321
Singa H,3017,576,2446,317
Singa H,3020,569,2447,317
Singa H,3016,565,2443,318
Singa H,3013,570,2448,319
Singa H,3016,565,2445,318
Singa H,3015,568,2452,314
Singa H,3007,570,2448,315
Singa H,3017,572,2441,319
Singa H,3018,570,2448,320
Singa H,3015,567,2445,324
Singa H,3017,568,2445,319
Singa H,3013,568,2449,318
Singa H,3010,566,2445,317
Singa H,3019,563,2448,314
Singa H,3007,566,2445,322
Singa H,3011,566,2453,320
Singa H,3013,563,2450,320
Singa H,3016,568,2444,320
Singa H,3015,569,2445,322
Singa H,3015,573,2442,323
Singa H,3012,564,2446,327
Singa H,3016,563,2447,321
Singa H,3014,570,2446,316
Singa H,3010,560,2446,318
Singa H,3010,569,2449,323
Singa H,3019,574,2446,316
Singa H,3015,560,2447,325
Singa H,3012,567,2451,320
Singa H,3012,558,2447,313
Singa H,3017,563,2447,314
Singa H,3019,571,2451,318
Singa H,3015,563,2448,318
Singa H,3014,552,2452,318
Singa H,3017,562,2446,319
Singa H,3015,561,2441,322
Singa H,3016,558,2445,323
Singa H,3016,561,2451,316
Singa H,3016,557,2445,318
Singa H,3013,565,2446,316
Singa H,3015,563,2443,319
Singa H,3018,562,2447,317
Singa H,3018,558,2454,316
Singa H,3009,562,2452,308
Singa H,3015,562,2445,315
Singa H,3013,557,2445,313
Singa H,3021,559,2452,317
Singa H,3014,560,2445,319
Singa H,3017,567,2443,310
Singa H,3013,560,2448,319
Singa H,3019,564,2450,319
Singa H,3016,562,2445,320
Singa H,3017,556,2449,316
Singa H,3019,562,2444,314
Singa H,3015,563,2445,321
Singa H,3019,562,2447,313
Singa H,3011,562,2447,319
Singa H,3018,563,2451,315
Singa H,3015,562,2450,316
Singa H,3022,557,2443,313
Singa H,3016,560,2444,314
Singa H,3022,556,2451,316
Singa H,3017,553,2447,316
Singa H,3016,554,2440,316
Singa H,3022,559,2442,318
Singa H,3011,561,2439,319
Singa H,3022,558,2445,314
Singa H,3021,564,2443,318
Singa H,3011,555,2446,311
Singa H,3018,559,2447,316
Singa H,3014,558,2445,323
Singa H,3014,554,2443,316
Singa H,3019,563,2454,323
Singa H,3017,558,2448,319
Singa H,3013,559,2448,313
Singa H,3015,556,2448,312
Singa H,3018,558,2448,316
Singa H,3020,563,2453,323
Singa H,3020,558,2445,318
Singa H,3008,555,2436,320
Singa H,3022,553,2441,332
Singa H,2911,568,2471,361
Singa H,2733,566,2443,365
Singa H,2591,565,2414,360
Singa H,2504,570,2398,366
Singa H,2418,557,2389,344
Singa H,2346,570,2377,348
Singa H,2296,555,2371,334
Singa H,2245,557,2355,336
Singa H,2201,562,2347,333
Singa H,2156,558,2333,319
Singa H,2120,564,2318,324
Singa H,2081,559,2315,319
Singa H,2043,555,2292,314
Singa H,2014,557,2296,317
Singa H,1988,556,2289,318
Singa H,1970,557,2276,311
Singa H,1945,551,2263,311
Singa H,1927,533,2249,305
Singa H,1902,552,2243,303
Singa H,1885,550,2240,302
Singa H,1865,543,2234,302
Singa H,1861,539,2224,309
Singa H,1836,538,2200,308
Singa H,1812,552,2193,306
Singa H,1808,533,2182,289
Singa H,1802,541,2182,297
Singa H,1793,535,2177,294
Singa H,1777,531,2157,285
Singa H,1769,534,2154,291
Singa H,1747,541,2138,293
Singa H,1745,534,2146,293
Singa H,1740,537,2123,293
Singa H,1729,524,2114,286
Singa H,1720,533,2119,280
Singa H,1723,539,2110,292
Singa H,1707,525,2105,278
Singa H,1695,531,2099,273
Singa H,1693,521,2089,276
Singa H,1689,538,2076,284
Singa H,1683,520,2068,268
Singa H,1684,526,2066,271
Singa H,1671,526,2060,281
Singa H,1657,522,2057,276
Singa H,1659,521,2046,266
Singa H,1650,527,2038,269
Singa H,1639,522,2038,271
Singa H,1651,530,2023,274
Singa H,1638,522,2033,272
Singa H,1627,521,2017,262
Singa H,1626,534,2016,266
Singa H,1621,530,2001,272
Singa H,1621,519,1997,264
Singa H,1622,511,2001,273
Singa H,1605,519,1999,272
Singa H,1617,521,1990,262
Singa H,1605,512,1977,265
Singa H,1599,508,1974,251
Singa H,1598,517,1970,257
Singa H,1593,515,1972,252
Singa H,1588,509,1973,259
RDampit,1181,533,1776,366
RDampit,1184,532,1778,374
RDampit,1185,531,1782,365
RDampit,1179,527,1774,361
RDampit,1173,531,1775,368
RDampit,1177,530,1772,369
RDampit,1179,528,1773,367
RDampit,1182,523,1772,362
RDampit,1180,532,1765,363
RDampit,1181,524,1762,368
RDampit,1181,523,1764,360
RDampit,1176,525,1767,363
RDampit,1181,523,1761,361
RDampit,1178,521,1765,364
RDampit,1179,522,1759,356
RDampit,1178,521,1758,359
RDampit,1177,520,1755,358
RDampit,1176,517,1754,359
RDampit,1182,515,1750,344
RDampit,1181,509,1754,354
RDampit,1178,515,1751,352
RDampit,1179,503,1749,353
RDampit,1176,504,1743,348
RDampit,1173,510,1745,346
RDampit,1176,508,1745,353
RDampit,1177,509,1740,345
RDampit,1172,505,1746,347
RDampit,1179,507,1741,350
RDampit,1177,504,1738,348
RDampit,1179,503,1741,344
RDampit,1176,505,1733,348
RDampit,1177,509,1738,348
RDampit,1176,501,1742,345
RDampit,1175,499,1734,345
RDampit,1176,503,1737,347
RDampit,1176,496,1729,344
RDampit,1176,503,1733,344
RDampit,1176,494,1725,340
RDampit,1172,498,1732,339
RDampit,1173,496,1727,349
RDampit,1176,499,1725,341
RDampit,1175,500,1726,336
RDampit,1171,494,1720,342
RDampit,1174,493,1723,339
RDampit,1176,491,1726,336
RDampit,1178,497,1720,339
RDampit,1170,492,1719,332
RDampit,1175,495,1718,329
RDampit,1170,495,1715,335
RDampit,1174,490,1711,332
RDampit,1173,492,1712,332
RDampit,1169,494,1712,329
RDampit,1164,488,1710,316
RDampit,1148,484,1705,314
RDampit,1152,488,1701,313
RDampit,1158,491,1704,313
RDampit,1182,487,1723,311
RDampit,1209,487,1758,311
RDampit,1237,492,1788,314
RDampit,1284,490,1820,316
RDampit,1327,493,1847,322
RDampit,1382,490,1869,311
RDampit,1433,489,1892,305
RDampit,1482,492,1913,311
RDampit,1529,495,1931,314
RDampit,1582,498,1950,311
RDampit,1637,497,1966,311
RDampit,1676,501,1985,306
RDampit,1718,496,1993,317
RDampit,1760,496,2005,319
RDampit,1802,504,2021,317
RDampit,1841,494,2026,318
RDampit,1873,494,2042,318
RDampit,1908,498,2056,318
RDampit,1941,497,2063,322
RDampit,1972,505,2073,315
RDampit,2001,504,2084,327
RDampit,2026,500,2092,324
RDampit,2054,499,2099,321
RDampit,2084,503,2111,322
RDampit,2112,498,2117,323
RDampit,2132,506,2124,326
RDampit,2151,500,2129,327
RDampit,2175,507,2136,328
RDampit,2193,503,2142,324
RDampit,2208,505,2153,331
RDampit,2228,509,2157,326
RDampit,2243,507,2162,329
RDampit,2261,502,2170,327
RDampit,2275,503,2172,327
RDampit,2286,512,2180,332
RDampit,2305,510,2186,332
RDampit,2317,502,2192,327
RDampit,2336,509,2194,329
RDampit,2343,503,2199,331
RDampit,2350,507,2217,331
RDampit,2367,509,2208,336
RDampit,2379,505,2213,336
RDampit,2382,503,2221,340
RDampit,2397,506,2221,336
RDampit,2405,505,2225,335
RDampit,2419,514,2234,337
RDampit,2430,506,2243,335
RDampit,2435,507,2243,339
RDampit,2442,513,2244,338
RDampit,2450,506,2246,344
RDampit,2461,509,2254,333
RDampit,2462,509,2259,340
RDampit,2469,509,2262,346
RDampit,2479,510,2265,336
RDampit,2483,507,2266,333
RDampit,2493,512,2268,335
RDampit,2497,509,2272,342
RDampit,2512,510,2280,341
RDampit,2509,514,2284,348
RDampit,2517,507,2282,340
RDampit,2526,509,2282,339
RDampit,2527,512,2285,349
RDampit,2539,509,2292,335
RDampit,2544,511,2292,345
RDampit,2548,508,2296,337
RDampit,2551,510,2288,335
RDampit,2547,506,2296,343
RDampit,2554,506,2298,340
RDampit,2563,508,2304,344
RDampit,2573,511,2305,343
RDampit,2574,508,2306,346
RDampit,2576,509,2314,348
RDampit,2583,516,2311,347
RDampit,2587,509,2312,343
RDampit,2594,514,2312,348
RDampit,2592,510,2312,347
RDampit,2595,509,2322,344
RDampit,2599,507,2319,347
RDampit,2604,507,2320,344
RDampit,2600,513,2318,348
RDampit,2608,509,2316,348
RDampit,2608,506,2325,348
RDampit,2607,506,2326,348
RDampit,2615,505,2319,351
RDampit,2620,510,2323,338
RDampit,2618,504,2331,350
RDampit,2622,506,2328,353
RDampit,2628,506,2327,346
RDampit,2631,502,2331,349
RDampit,2630,509,2334,353
RDampit,2629,508,2334,352
RDampit,2635,506,2333,352
RDampit,2637,502,2333,349
RDampit,2634,505,2338,350
RDampit,2641,503,2338,346
RDampit,2641,503,2337,351
RDampit,2642,506,2339,358
RDampit,2643,502,2337,349
RDampit,2645,497,2331,350
RDampit,2651,497,2346,354
RDampit,2646,503,2340,355
RDampit,2653,508,2339,353
RDampit,2656,502,2345,348
RDampit,2657,498,2341,354
RDampit,2656,501,2342,351
RDampit,2655,503,2340,356
RDampit,2656,501,2336,348
RDampit,2665,500,2340,351
RDampit,2662,504,2336,357
RDampit,2666,503,2344,353
RDampit,2674,501,2347,348
RDampit,2670,505,2342,356
RDampit,2665,500,2346,354
RDampit,2671,501,2350,347
RDampit,2674,498,2343,351
RDampit,2675,499,2347,352
RDampit,2672,500,2353,350
RDampit,2671,502,2347,355
RDampit,2678,499,2346,352
RDampit,2679,495,2342,363
RDampit,2671,506,2349,353
RDampit,2675,505,2341,355
RDampit,2667,503,2353,373
RDampit,2508,498,2329,372
RDampit,2349,500,2299,362
RDampit,2217,496,2269,350
RDampit,2131,495,2252,358
RDampit,2043,485,2244,340
RDampit,1962,478,2219,339
RDampit,1891,488,2214,349
RDampit,1826,472,2193,330
RDampit,1759,475,2181,337
RDampit,1698,476,2164,327
RDampit,1644,474,2150,326
RDampit,1590,473,2138,332
RDampit,1545,470,2128,323
RDampit,1496,472,2114,321
RDampit,1449,471,2096,320
RDampit,1412,468,2083,317
RDampit,1388,469,2065,310
RDampit,1350,469,2062,309
RDampit,1321,469,2043,312
RDampit,1299,471,2027,316
RDampit,1275,466,2018,300
RDampit,1256,457,1997,305
RDampit,1227,461,1988,301
RDampit,1222,466,1980,305
RDampit,1199,466,1970,306
RDampit,1187,468,1963,305
RDampit,1176,465,1949,302
RDampit,1164,462,1940,303
RDampit,1153,463,1930,298
RDampit,1144,457,1917,301
RDampit,1131,460,1916,283
RDampit,1119,459,1905,298
RDampit,1117,456,1898,299
RDampit,1109,457,1887,288
RDampit,1103,456,1886,288
RDampit,1099,462,1873,294
RDampit,1090,457,1869,294
RDampit,1091,460,1858,292
RDampit,1076,458,1856,295
RDampit,1072,450,1853,291
RDampit,1068,458,1836,296
RDampit,1069,451,1835,287
